url,title,price,producer,size,pin,chip,ram,memory
https://didongthongminh.vn/tecno-spark-7t-4gb-64gb,Tecno Spark 7T 4GB/64GB Chính Hãng,"
                                2.750.000đ                            ",tecno,"
                                                    6.52""                                            ","
                                                     6000 mAh                                            ",,"
                        4 GB                                            ","
                        64 GB                                            "
https://didongthongminh.vn/tecno-spark-8c,Tecno Spark 8C chính hãng,"
                                2.690.000đ                            ",tecno,"
                                                    6,6 inch                                            ","
                                                    5.000 mAh                                            ",,"
                        4 GB                                            ","
                        64 GB                                            "
https://didongthongminh.vn/tecno-pova-2-4gb-64gb-chinh-hang-sieu-pin-7-000mah-co-sac-nhanh,Tecno Pova 2 4GB/64GB Chính Hãng,"
                                3.490.000đ                            ",tecno,,,"
                                                    MediaTek Helio G85 (12nm)                                            ","
                        4 GB                                            ","
                        64 GB                                            "
https://didongthongminh.vn/realme-9-pro-5g-8gb-128gb-chinh-hang,Realme 9 Pro 5G 8GB/128GB Chính Hãng,"
                                6.990.000đ                            ",realme-1,"
                                                    6.6"" - Tần số quét 120 Hz                                            ","
                                                    5000mAh                                            ",,"
                        8 GB                                            ","
                        128 GB                                            "
https://didongthongminh.vn/realme-9i-6gb128gb-chinh-hang,Realme 9i 6GB/128GB Chính Hãng,"
                                5.490.000đ                            ",realme-1,"
                                                    6.6"" - Tần số quét 90 Hz                                            ","
                                                    5000 mAh                                            ",,"
                        6 GB                                            ","
                        128 GB                                            "
https://didongthongminh.vn/realme-c25y-4gb-128gb-chinh-hang,Realme C25Y 4GB/128GB Chính Hãng - 3 Camera 50MP | Pin 5000mAh,"
                                3.990.000đ                            ",realme-1,"
                                                    6.5"" - Tần số quét 60 Hz                                            ","
                                                    5000 mAh                                            ","
                                                    Unisoc T618 8 nhân                                            ","
                        4 GB                                            ","
                        128 GB                                            "
https://didongthongminh.vn/realme-9-pro-plus-5g-8gb-128gb-chinh-hang,Realme 9 Pro+ 5G 8GB/128GB Chính Hãng,"
                                8.890.000đ                            ",realme-1,"
                                                    6.4"" - Tần số quét 90 Hz                                            ","
                                                    4500mAh                                            ",,"
                        8 GB                                            ","
                        128 GB                                            "
https://didongthongminh.vn/realme-c21y-chinh-hang,Realme C21Y 3GB/32GB Chính Hãng,"
                                2.840.000đ                            ",realme-1,"
                                                    6.5"" - Tần số quét 60 Hz                                            ","
                                                    5000 mAh                                            ","
                                                    Spreadtrum T610 8 nhân                                            ","
                        3 GB                                            ","
                        32 GB                                            "
https://didongthongminh.vn/realme-c11-2021-chinh-hang-cau-hinh-manh-pin-5000mah,Realme C11 (2021) 2GB/32GB Chính Hãng - Pin 5000mAh,"
                                2.440.000đ                            ",realme-1,,,"
                                                    Helio G35 (12 nm)                                            ","
","
"
https://didongthongminh.vn/realme-c25y-4gb-64gb-chinh-hang,Realme C25Y 4GB/64GB Chính Hãng - 3 Camera 50MP | Pin 5000mAh,"
                                3.740.000đ                            ",realme-1,"
                                                    6.5"" - Tần số quét 60 Hz                                            ","
                                                    5000 mAh                                            ",,"
","
                        8 GB                                            "
https://didongthongminh.vn/realme-c35-chinh-hang,Realme C35 4GB/128GB Chính hãng,"
                                4.390.000đ                            ",realme-1,"
                                                    6.5"" - Tần số quét 60 Hz                                            ","
                                                    5000 mAh                                            ",,"
                        4 GB                                            ","
                        128 GB                                            "
https://didongthongminh.vn/realme-c21y-4gb-64gb-chinh-hang,Realme C21Y 4GB/64GB Chính Hãng,"
                                Liên hệ                            ",realme-1,"
                                                    6.5"" - Tần số quét 60 Hz                                            ","
                                                    5000 mAh                                            ","
                                                    Spreadtrum T610 8 nhân                                            ","
                        4 GB                                            ","
                        64 GB                                            "
https://didongthongminh.vn/realme-c11-2021-4gb-64gb-chinh-hang-pin-5000mah,Realme C11 (2021) 4GB/64GB Chính Hãng - Pin 5000mAh,"
                                3.050.000đ                            ",realme-1,,,"
                                                    Helio G35 (12 nm)                                            ","
                        4 GB                                            ","
                        64 GB                                            "
https://didongthongminh.vn/realme-8-8gb-128gb-chinh-hang-pin-khung-5-000mah,Realme 8 8GB/128GB Chính Hãng,"
                                5.890.000đ                            ",realme-1,"
                                                    6.4"" - Tần số quét 60 Hz                                            ","
                                                    5000 mAh                                            ","
                                                    MediaTek Helio G95 8 nhân                                            ","
                        8 GB                                            ","
                        128 GB                                            "
https://didongthongminh.vn/vsmart-aris-6gb-64gb-chinh-hang-trai-nghiem-fullbox-dep-nhu-moi,Vsmart Aris 6GB/64GB Chính Hãng Trải Nghiệm Fullbox - Đẹp như mới,"
                                3.890.000đ                            ",vsmart,"
                                                    6.39"" - Tần số quét 60 Hz                                            ","
                                                    4000 mAh                                            ","
                                                    Snapdragon 730 8 nhân                                            ","
                        6 GB                                            ","
                        64 GB                                            "
https://didongthongminh.vn/vsmart-aris-8gb-128gb-chinh-hang-thiet-ke-nguyen-khoi-kim-loai,Vsmart Aris 8GB/128GB Chính Hãng,"
                                4.590.000đ                            ",vsmart,"
                                                    6.39"" - Tần số quét 60 Hz                                            ","
                                                    4000 mAh                                            ","
                                                    Snapdragon 730 8 nhân                                            ","
                        8 GB                                            ","
                        128 GB                                            "
https://didongthongminh.vn/vsmart-aris-8gb-128gb-chinh-hang-trai-nghiem,Vsmart Aris 8GB/128GB Chính Hãng Trải Nghiệm Fullbox - Đẹp như mới,"
                                4.190.000đ                            ",vsmart,"
                                                    6.39"" - Tần số quét 60 Hz                                            ","
                                                    4000 mAh                                            ","
                                                    Snapdragon 730 8 nhân                                            ","
                        8 GB                                            ","
                        128 GB                                            "
